title,img,英文名称,批准文号,主要规格,用途,产品说明
白藜芦醇,http://img1.pharmnet.com.cn/suppliers/product_cn/226371_1.jpg,Resveratrol,,,对白藜芦醇的生物活性研究发现，白藜芦醇具有明显的抗菌、抗真菌、抗血栓、抗血脂症、抗脂质氧化、抗癌等多种活性。其中最引人注目的两个方面是对心脑血管疾病和肿瘤的预防和保健。,此化合物最初是作为葡萄属植物抗毒素被发现，以后又相继在百合物、蓼科、豆科、伞形科、棕榈科等植物中发现，食物中葡萄、桑葚、花生等含有。
人参再造丸,http://img1.pharmnet.com.cn/suppliers/product_cn/227385_1.gif,,国药准字Z62021102。,每丸重3克。,祛风化痰，活血通络。用于中风口眼歪斜，半身不遂，手足麻木，疼痛、拘挛，言语不清。,【性状】本品为黑色的大蜜丸；气微，味甜、微苦。【禁忌】孕妇忌服。【贮藏】密封。【有效期】5年。
注射用糜蛋白酶,http://img1.pharmnet.com.cn/suppliers/product_cn/226727_1.JPG,Chymotrypsin for Injection,国药准字H32021985 国药准字H32021986,,,辅酶类药。用于进行性肌萎缩、脑出血后遗症、心功能不全、心肌疾患及肝炎等的辅助治疗。
叶黄素,http://img1.pharmnet.com.cn/suppliers/product_cn/226369_1.gif,,,,,"叶黄素具有有效的抗氧化能力，能用来保护人体细胞自由基。此外，叶黄素在人体内能转化为微量元素维生素A,也能防止有害的蓝光和紫外光的潜在伤害，并且保护视神经细胞免受伤害。最近的研究表明叶黄素具有预防眼部疾病的发生，如白内障和青光眼，也可预防肺癌、前列腺癌、乳癌和心血管疾病。因为色彩明亮、无害、稳定和具有高度的安全性，叶黄素常用作着色剂、添加剂、化妆品和烟叶制品中。"
二益丸（大蜜丸）,http://img1.pharmnet.com.cn/suppliers/product_cn/227384_1.gif,,国药准字Z62021186。,,,【成分】当归(酒浸)、肉桂、吴茱萸(盐水炒)、附子(黑顺片)、肉豆蔻(煨)、海鳔蛸、白芷、甘草(炙)、朱砂等22味。【性状】本品为棕黑色的大蜜丸；味苦、辛。【功能主治】调经止带，温暖子宫。用于经脉不调，行经腹痛，淤血痨症，下元虚寒，腰膝酸痛，赤白带下。【用法用量】黄酒或温开水送服，一次1-2丸，一日2次。【注意】孕妇忌服。【规格】每丸重4克。【贮藏】密封，防潮。【包装】药用蜡纸，塑料球壳蜡封包装，10丸/盒。【有效期】三年。
大豆异黄酮,http://img1.pharmnet.com.cn/suppliers/product_cn/226366_1.jpg,SOY ISOFLAVONE（SOYBEAN P.E.）,,,,大豆异黄酮是一种混合物，主要有3类，即大豆甙类(DaidzinGroups)、染料木甙类(GenistinGroups)、黄豆甙类(GlycitinGroups)，每类以游离型、葡萄糖甙型、乙酰基葡萄糖甙型和丙二酰基葡萄糖甙型等四种形式存在(游离型一般称作甙元，后三类则归结为结合型的糖甙形式)。其结构见图3和图4。
参茸固本还少丸（大蜜丸）,http://img1.pharmnet.com.cn/suppliers/product_cn/227383_1.gif,,国药准字Z62021107。,,,【成分】人参(去芦)、鹿茸(酒制)、附子(制)、肉苁蓉、龟甲(醋制)、阿胶、地黄、海马(酥油制)、土鳖虫(酥油制)、鱼鳔(制)、朱砂、硼砂等65味【性状】本品为棕黑色的大蜜丸；气香，味辛、甘，微苦、咸。【功能主治】补肾助阳，益气固体，填精止遗，强筋健骨。用于肾阴不足、命门火衰所致的畏寒肢冷，面色恍白，腰膝酸软，精神不振，阳萎早泄、遗精滑精，性欲减退、女子宫寒不孕，带下清稀，或尿增多，以及耳鸣耳聋、虚喘、浮肿，五更泄泻等。【用法用量】口服，一次1-2丸，一日2次。【注意】阴虚有火、阳亢、高血压患者及孕妇禁用。【规格】每丸重9克。【贮藏】密封。【包装】药用蜡纸，中药丸塑料球壳蜡封包装，20丸/盒。【有效期】三年。
大豆苷元,http://img1.pharmnet.com.cn/suppliers/product_cn/226377_1.jpg,Daidzein,,,,有雌激素样作用，11mg本品可使小鼠子宫增重25mg，作用很弱，与雌酮比较其相对强度仅为0.75：6900。对小鼠小肠有解痉作用，强度为罂粟碱的1/3。经药理实验表明，合成的大豆黄素有明显的抗缺氧作用，临床观察表明疗效与葛根总黄酮疗效相似。本品还具抗真菌活性，并有抗脂酶作用。另外，大豆黄素还能减轻冠心病患者的心绞痛和改善心电图的缺血性变化，研究表明，它能够增加麻醉狗的冠脉血流量，增进缺血心肌的侧枝循环和心肌氧消耗。
紫杉醇,http://img1.pharmnet.com.cn/suppliers/product_cn/226364_1.jpg,Paclitaxe,,,,紫杉醇是国际公认的广谱抗瘤药物，它主要应用于制药行业，是目前发现的天然抗癌药物中疗效最显著的一种产品。用于卵巢癌和乳腺癌，对肺癌、大肠癌、黑色素瘤、头颈部癌淋巴瘤、脑瘤也都有一定疗效。被誉为90年代抗肿瘤药物三大成就之一。据有关部门统计，目前一般的抗癌药物对癌症的治疗有效率只有10%，紫杉醇治疗有效率为30%。
注射用心肌肽,http://img1.pharmnet.com.cn/suppliers/product_cn/226961_1.jpg,,国药准字H20052173,,本品可作为心脏外科手术围术期心肌保护的辅助药物。,注射用心肌肽，其有效成份为一组具有生物活性的小分子多肽，可直接作用于心肌细胞，减少心肌缺血范围、降低心肌耗氧量、改善心功能、减轻心肌在多种因素下的损伤并使损伤的心肌细胞修复。该药进行了十余年的临床前和临床研究，是我国以心脏外科方法评价其安全性、有效性的心肌保护创新药。
羟喜树碱,http://img1.pharmnet.com.cn/suppliers/product_cn/226361_1.jpg,,,,治疗肿瘤方面效果优于喜树碱，主要应用于治疗肝癌、胃癌、头颈部肿瘤和白血病。,抗肿瘤作用(相当于喜树碱的30倍)，对肿瘤(CTT)和肿瘤异系转移有一定抑制作用；抗病毒作用。
麝香舒活精(30ml),http://img1.pharmnet.com.cn/suppliers/product_cn/226349_1.jpg,,国药准字Z42020136,30ml/瓶,各种运动损伤，急慢性然组织损伤和疼痛，骨折肿痛、脱位愈合后关节肿痛风湿痛及颈、肩腰腿痛。,成份：人工麝香酊、红花酊、三七酊、血竭酊、地黄酊、樟脑、冰片、薄荷脑。辅料为乙醇。
刺五加注射液,http://img1.pharmnet.com.cn/suppliers/product_cn/228418_1.jpg,,国药准字Z23023216,每支250ml（含黄铜500mg，氯化钠2.25g）,平补肝肾，益气活血。用于肝肾不足，气虚血瘀所致眩晕、失眠健忘、心慌气短、神疲乏力、腰膝酸软、脉虚等症,适应★脑动脉硬化症，脑梗塞，脑溢血后遗症，老年痴呆症。★关心病，心肌炎，心律失常，心神经官能症，高脂蛋白血症★支气管炎，肺炎，肺纤维化早期，慢性阻塞性肺病，肺心病。★糖尿病及糖尿病性血管病变、周围神经炎及肾病等★神经衰弱症，免疫功能低下等身体虚弱者
三维葡磷钙咀嚼片,http://img1.pharmnet.com.cn/suppliers/product_cn/228400_1.jpg,,国药准字H65020201,复方,用于妊娠期、哺乳期妇女、儿童、青少年以及老年人的钙质补充。,本品所含钙离子参与骨骼的形成，及骨折后骨组织的重建，以及肌肉收缩、神经传递、凝血机制，并降低毛细血管的通透性，所含三种维生素均是维持机体正常代谢和生长发育必不可少的物质。
清万焱芩连片,http://img1.pharmnet.com.cn/suppliers/product_cn/228399_1.jpg,,国药准字：Z23021820,0.55克*24片,,"纯中药消炎药.清热解毒,消肿止痛.用于脏腑薀热,头痛目赤,口鼻生疮,热痢腹痛,湿热带下,疮疖肿痛.国家基本药物.可用于内外科.妇科,耳鼻喉科,皮肤科"
麝香舒活精(80ml),http://img1.pharmnet.com.cn/suppliers/product_cn/226348_1.jpg,,国药准字Z42020136,80毫升/瓶。,各种运动损伤，急慢性然组织损伤和疼痛，骨折肿痛、脱位愈合后关节肿痛风湿痛及颈、肩腰腿痛。,成份：人工麝香酊、红花酊、三七酊、血竭酊、地黄酊、樟脑、冰片、薄荷脑。辅料为乙醇。
泰之良五维赖氨酸片,http://img1.pharmnet.com.cn/suppliers/product_cn/228397_1.jpg,,国药准字H22024333,复方，18片*2板/盒 360盒/件,用于促进幼儿，儿童正常生长发育，满足孕妇及授乳期妇女及老年体弱者的营养补充。,赖氨酸属碱性氨基酸，分子中含两个氨基，为人体氨必需氨基酸之一，在维持人体氨平衡的8中必需氨基酸中特别重要，是衡量食物营养价值的重要指标之一，特别是在儿童发育期、妊娠期，对氨基酸的需要量更高。赖氨酸缺乏会引起发育不良，食欲不振、体重减轻、负氨平衡、低蛋白血症、牙齿发育不良、贫血、酶活性下降极其他生理机能障碍等。
脚肤洁,http://img1.pharmnet.com.cn/suppliers/product_cn/228396_1.jpg,,鲁卫消证字（2002）第0127号,20ml/瓶×1瓶/盒×240盒/件,适用于敏感真菌引起的脚癣（脚气）、手癣、体癣等。,1、适用于由敏感真菌引起的各种类型的足癣（脚气）、手癣、体股癣等癣症及其反复发作者。2、适用于脚趾奇痒、脚臭。3、适用于皮肤易引起真菌感染的部位和易沾染真菌的鞋、袜、鞋垫等物品进行消毒。
枸缘酸铋钾颗粒（28袋）,http://img1.pharmnet.com.cn/suppliers/product_cn/228394_1.jpg,,国药准字H20058565,1.0g/袋×28袋/盒×120盒/件,用于慢性胃炎及缓解胃酸过多引起的胃痛、胃烧灼感和反酸。,
螺内脂片,http://img1.pharmnet.com.cn/suppliers/product_cn/228382_1.bmp,Spironolactone Tablets,国药准字H33021190,20mg×100片,,1.水肿性疾病：与其它利尿药合用，治疗充血性水肿肝硬化腹水肾性水肿等水肿性疾病，其目的在于纠正上述疾病时伴发的继发性醛固酮分泌增多，并对抗其它利尿药的排钾作用。也用于特发性水肿的治疗。2.高血压：作为治疗高血压的辅助药物。3.原发性醛固酮增多症：螺内脂可用于此病的诊断合治疗。4.低钾血症的预防：与噻嗪类利尿药合用，增强利尿效应合预防低钾血症。
人参北芪片,http://img1.pharmnet.com.cn/suppliers/product_cn/228374_1.gif,,国药准字Z23021754,0.28g×12片×3板/盒×240盒件,,"扶正固本，补气升阳，补虚生津。用于肢体倦怠，神疲乏力，多梦健忘。根据大量最新发表的文献资料，本品可应用于各类心脑血管疾病，肿瘤放化疗辅助治疗；能提高免疫调节功能，治疗各类免疫缺陷性疾患，改善中枢神经系统功能,抗疲劳，改善学习记忆功能，尚可用于体质虚弱，糖尿病,各类肝炎及抗病毒性感染等"
注射用炎琥宁粉针,http://img1.pharmnet.com.cn/suppliers/product_cn/228372_1.jpg,,国药准字H20066259,80mg,,1、呼吸道感染：病毒性肺炎，急性咽喉炎、急性扁桃体炎、急慢性支气管炎等；2、消化道感染：急慢性结肠炎、急慢性肠胃炎、急性痢疾、急性病毒性肝炎等；3、儿童急性感染：上呼吸道感染、婴幼儿肺炎、婴幼儿病毒性肠炎、手足口病、腮腺炎、急性发热等；4、泌尿系统感染：急性肾盂炎、膀胱炎、尿路感染等；5、其他病毒性感染：带状疱疹、疱疹性咽喉炎、脑炎、病毒性心肌炎等。
五味治肝片,http://img1.pharmnet.com.cn/suppliers/product_cn/228376_1.gif,,【国药准字】 Z20000043,0.25g×15片×3板×200盒/件,,"清热解毒,益气养阴。用于证属毒热未清;气阴两虚的慢性肝炎,症见气短乏力,恶心纳呆,两胁隐痛;脘闷腹胀,自汗盗汗,口干尿赤,黄疸等。"
喉得宝口含滴丸,http://img1.pharmnet.com.cn/suppliers/product_cn/228343_1.gif,,卫食证字(2003)第5100A00032号,48 s,,本品具有润喉、化痰、消炎利咽、气味清香凉爽、对于烟酒过度引起的喉部不适，具有清除作用。
蛇食草颗粒,http://img1.pharmnet.com.cn/suppliers/product_cn/228342_1.gif,,卫食证字(2003)第5100A00032号,10g*15包,,具有清热解毒消炎，活血利尿作用，用于各种炎症。
归白祛痘面膜,http://img1.pharmnet.com.cn/suppliers/product_cn/228378_1.bmp,,浙卫药健字（1996）第2171号,80g/支,用于痤疮、黄褐斑、皮肤皲裂等皮肤疾病。,纯天然药物提取精制，具有治疗和美容双重功效。对痤疮、黄褐斑、手足皲裂疗效确切，起效迅速，最快1天。在药膜“包封”，有效成份的渗入和吸收比普通状态大10倍。使用安全方便，对皮肤无刺激性，可与普通面膜一样，由患者自己操作，揭去面膜后不留痕迹。
治感佳胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/228796_1.jpg,,国药准字Z19993403,12粒,清热，解毒，解表。用于温病初起，感冒、发热、头痛。,成分：山芝麻，穿心莲，葫芦茶，三叉苦，板蓝根，羌活，薄荷脑，对乙酰氨基酚，盐酸吗啉双胍，马来酸氯苯那敏。
心可舒胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/228799_1.jpg,,国药准字Z20003250,24粒,活血化瘀，行气止痛。用于气滞血瘀型冠心病引起的胸闷，心绞痛，高血压，头晕，头痛，颈项疼痛及心律失常，高血脂等症。,
莲峰祛暑茶,http://img1.pharmnet.com.cn/suppliers/product_cn/228341_1.gif,,卫食证字(2003)第5100A00032号,10g*10包,,"清凉\解暑,春夏秋冬四季\清润解暑佳品"
消疲灵颗粒,http://img1.pharmnet.com.cn/suppliers/product_cn/228312_1.jpg,,国药准字：Z20003384,10g*6袋/盒*180盒/件,,益气活血，养血安神，消除疲劳，恢复体力。用于过度疲劳引起的心悸气短，四肢酸痛，全身无力，精神疲惫，烦躁失眠，食欲不振和病后体质虚弱。
维生素E胶丸(OTC甲类),http://img1.pharmnet.com.cn/suppliers/product_cn/228564_1.gif,Vitamin E Soft Capsules,国药准字H31020898,0.1克；10mg;50mg,用于心、脑血管疾病及习惯性流产，不孕症的辅助治疗。,东海牌维生素E系列胶丸连续九年（1998年～2006年）被评为上海名牌产品；目前畅销国内外。
甲硫氨酸维B1注射液,http://img1.pharmnet.com.cn/suppliers/product_cn/228547_1.jpg,,国药准字H20066226,5ml/支*6支/盒,本品用于改善肝脏机能，对多数的肝脏疾病，如急慢性肝炎、肝硬化，尤其是对脂肪肝有较明显的疗效；改善肝内胆汁淤积,用法：肌肉注射：每次40-100mg(按甲硫氨酸计)，每日1次静脉注射：每次100-200mg(按甲硫氨酸计)，每日1次。以5%葡萄糖注射液或0.9%氯化钠注射液250ml-500ml稀释后使用。
复方甘草酸单氨S注射液,http://img1.pharmnet.com.cn/suppliers/product_cn/228545_1.jpg,,H20066561,2ml/支×10支/盒,用于急、慢性肝炎引起的肝功能异常；对中毒性肝炎有一定的辅助治疗作用；亦可用于食物中毒，药物过敏等。,"用法：静脉滴注：一次20-80ml，加入5%葡萄糖注射液或0.9%氯化钠注射液250-500ml稀释后，缓慢滴注，一日一次。静脉注射：一次20-80ml，加入5%葡萄糖注射液，缓慢静脉推注，一日1次。肌肉或皮下注射：一次2-4ml,小儿一次2ml或遵医嘱，一日1-2次。"
